ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,FI-NIL-RS-21-7000155-14-P,07/31/2021,07/30/2022,1,SECTION I,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70004,12/16/2021,PHP,6826034215,1796324793,0,0,0,0,5029709421,6243217873,1642952072,0,0,0,0,4600265801,5916992.95,5916992.95,126370,126370,0,TV10 Surigao,Property Damage & Third Party Property Damage,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",Y,Y,Y,I
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,FI-NIL-RS-21-7000155-14-P,07/31/2021,07/30/2022,1,SECTION I,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70006,12/16/2021,PHP,6826034215,1796324793,0,0,0,0,5029709421,6243217873,1642952072,0,0,0,0,4600265801,3637862.79,3637862.79,84198,84198,0,Bonbon Cebu,Partial Loss,OS-FOR APPROVAL,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,Y,I
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,FI-NIL-RS-21-7000155-14-P,07/31/2021,07/30/2022,1,SECTION I,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70069,12/16/2021,PHP,6826034215,1796324793,0,0,0,0,5029709421,6243217873,1642952072,0,0,0,0,4600265801,46660.15,46660.15,0,0,0,Partial Loss,,OS-FOR APPROVAL,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,Y,I
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,FI-NIL-RS-21-7000155-14-P,07/31/2021,07/30/2022,1,SECTION I,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70113,12/16/2021,PHP,6826034215,1796324793,0,0,0,0,5029709421,6243217873,1642952072,0,0,0,0,4600265801,1618393.1,1618393.1,39308.9,39308.9,0,Typhoon Odette Loss,,OS-FOR APPROVAL,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,Y,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-22-0000007-04-D,01/12/2022,01/11/2023,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-03177,03/13/2022,PHP,5.54048E+11,2.93646E+11,0,0,0,0,2.60403E+11,###############,###############,0,0,0,0,###############,81465.51,81465.51,0,0,0,Damaged to property of,"GARIBAY, LENNY NARCISO",OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
"PIONEER ADHESIVES, INC. &/OR PAE VENTURES, INC. &/OR RCI VENTURES, INC.",,FI-NIL-RS-22-0000074-08-D,10/31/2021,10/31/2022,1,REAL PROPERTIES,INDUSTRIAL - OTHERS,FI-NIL-RS-22-01501,12/16/2021,PHP,1416447200,779045960,0,0,0,0,637401240,307415200,169078360,0,0,0,0,138336840,402250.33,402250.33,39270.34,39270.34,0,Damage to Property,PARTIAL LOSS,OS-FOR APPROVAL,,552,WINTERNITZ ASSOCIATES INSURANCE BROKERS CORP.,N,N,N,I
"SUPERVALUE, INC.",,FI-NIL-RS-22-0000250-01-D,08/30/2021,08/30/2022,2,LEASEHOLD IMPVTS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00251,12/16/2021,PHP,2469400800,2469400800,0,0,0,0,0,270705000,270705000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,N,I
"SUPERVALUE, INC.",,FI-NIL-RS-22-0000250-01-D,08/30/2021,08/30/2022,2,LEASEHOLD IMPVTS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00275,12/16/2021,PHP,2469400800,2469400800,0,0,0,0,0,270705000,270705000,0,0,0,0,0,8544.3,8544.3,10918.58,10918.58,0,DAMAGE TO PROPERTY,,OS-FOR APPROVAL,,3006,3006 - RMD F,N,Y,N,I
"SUPERVALUE, INC.",,FI-NIL-RS-22-0000250-01-D,08/30/2021,08/30/2022,1,BUILDINGS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00276,12/16/2021,PHP,2469400800,2469400800,0,0,0,0,0,81000000,81000000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,N,I
"SUPERVALUE, INC.",,FI-NIL-RS-22-0000250-01-D,08/30/2021,08/30/2022,1,BUILDINGS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00459,12/16/2021,PHP,2469400800,2469400800,0,0,0,0,0,81000000,81000000,0,0,0,0,0,72965.6,72965.6,6299.24,6299.24,0,DAMAGE TO PROPERTY,,OS-ADJUSTER,,3006,3006 - RMD F,N,Y,N,I
FILPACIFIC APPAREL CORP,,FI-NIL-RS-22-0000250-02-D,08/29/2021,09/28/2022,1,STOCKS,INDUSTRIAL - OTHERS,FI-NIL-RS-23-00240,12/16/2021,PHP,186610385,186610385,0,0,0,0,0,186610385,186610385,0,0,0,0,0,24198.94,24198.94,10187,10187,0,Damage to Stocks,Partial loss,OS-FOR APPROVAL,,1391,"GALLAGHER INSURANCE BROKERS (PHILIPPINES), INC.",N,Y,N,I
"SCANASIA OVERSEAS, INC.",,FI-NIL-RS-22-0000390-05-D,11/30/2021,11/30/2022,1,FIXED/OTHER ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00373,12/15/2021,PHP,45343612.04,18748012.26,0,0,0,0,26595599.78,8657933.01,3579755.27,0,0,0,0,5078177.74,0,0,0,0,0,Damage to Stocks,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SCANASIA OVERSEAS, INC.",,FI-NIL-RS-22-0000390-05-D,11/30/2021,11/30/2022,1,FIXED/OTHER ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00402,12/16/2021,PHP,45343612.04,18748012.26,0,0,0,0,26595599.78,8657933.01,3579755.27,0,0,0,0,5078177.74,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"FESTIVE WALK 1B BUILDING ADMINISTRATION, INC.",,FI-NIL-RS-22-8000021-00-D,11/15/2021,12/15/2022,1,FESTIVE WALK BPO 1B,GENERAL - COMMERCIAL,FI-NIL-RS-21-04543,12/16/2021,PHP,352690515,49938480,0,0,0,0,302752035,352690515,49938480,0,0,0,0,302752035,0,0,0,0,0,typhoon damages,partial loss,OUTSTANDING,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
MEGAWORLD CORPORATION FAO NEWTOWN SCHOOL OF EXCELLENCE,,FI-NIL-RS-22-8000055-00-D,11/15/2021,12/15/2022,1,NEWTOWN SCHOOL OF EX,GENERAL - NON COMMERCIAL,FI-NIL-RS-21-04544,12/16/2021,PHP,135202741.7,19143751.04,0,0,0,0,116058990.7,135202741.7,19143751.04,0,0,0,0,116058990.7,1272378.24,1272378.24,86332.34,86332.34,0,typhoon damages,partial loss,OS-FOR APPROVAL,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"NEWTOWN COMMERCIAL CENTER ADMINISTRATION, INC.",,FI-NIL-RS-22-8000061-00-D,11/15/2021,12/15/2022,1,MACTAN ALFRESCO,GENERAL - COMMERCIAL,FI-NIL-RS-23-01872,12/16/2021,PHP,28250000,4000000,0,0,0,0,24250000,28250000,4000000,0,0,0,0,24250000,0,0,0,0,0,Typhoon Odette,Partial Loss,CLOSED,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"ONE WORLD CENTER BUILDING ADMINISTRATION, INC.",,FI-NIL-RS-22-8000066-00-D,11/15/2021,12/15/2022,1,ONE WORLD CENTER,GENERAL - COMMERCIAL,FI-NIL-RS-22-01362,12/16/2021,PHP,206768756,29276992,0,0,0,0,177491764,206768756,29276992,0,0,0,0,177491764,2686879.96,2686879.96,258389.65,258389.65,0,Typhoon Odette,,OS-FOR APPROVAL,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"ONE WORLD CENTER BUILDING ADMINISTRATION, INC.",,FI-NIL-RS-22-8000067-00-D,11/15/2021,12/15/2022,1,TWO WORLD CENTER,GENERAL - COMMERCIAL,FI-NIL-RS-21-04537,12/16/2021,PHP,316078176,44754432,0,0,0,0,271323744,316078176,44754432,0,0,0,0,271323744,3328116.39,3328116.39,355706.95,355706.95,0,typhoon damages,partial loss,OS-FOR APPROVAL,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"PACIFIC WORLD TOWER BUILDING ADMINISTRATION, INC.",,FI-NIL-RS-22-8000068-00-D,11/15/2021,12/15/2022,1,PACIFIC WORLD TOWER,GENERAL - COMMERCIAL,FI-NIL-RS-21-04540,12/16/2021,PHP,694276520,98304640,0,0,0,0,595971880,694276520,98304640,0,0,0,0,595971880,15386466.11,15386466.11,368034.9,368034.9,0,typhoon damages,partial loss,CLOSED,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"SAVOY HOTEL MACTAN, INC.",,FI-NIL-RS-22-8000074-00-D,11/15/2021,12/15/2022,1,SAVOY HOTEL MACTAN,GENERAL - COMMERCIAL,FI-NIL-RS-21-04542,12/16/2021,PHP,553063360.1,78309856.3,0,0,0,0,474753503.8,553063360.1,78309856.29,0,0,0,0,474753503.8,16749425.27,16749425.27,670426.48,670426.48,0,typhoon damages,partial loss,OS-FOR APPROVAL,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
"TOWER ONE PLAZA MAGELLAN BUILDING ADMINISTRATION, INC.",,FI-NIL-RS-22-8000087-00-D,11/15/2021,12/15/2022,1,TOWER ONE PLAZA MGLN,GENERAL - COMMERCIAL,FI-NIL-RS-21-04539,12/16/2021,PHP,642363755,90954160,0,0,0,0,551409595,642363755,90954160,0,0,0,0,551409595,1460526.88,1460526.88,570795.64,570795.64,0,typhoon damages,partial loss,OS-FOR APPROVAL,,825,"MARSH PHILIPPINES, INC.",N,Y,Y,I
DUROS GROUP OF COMPANIES,,FI-NIL-SP-20-0006430-00-D,12/20/2020,12/20/2021,1,CONDOMINIUM BLDG. 1,GENERAL - COMMERCIAL,FI-NIL-SP-21-00956,12/16/2021,PHP,129252000,129252000,0,0,0,0,0,32313000,32313000,0,0,0,0,0,0,0,0,0,0,damaged building,,CLOSED,,713,"LBP INSURANCE BROKERAGE, INC.",N,N,N,I
LIM FELIPE SY,,FI-NIL-SP-20-0006512-00-D,12/22/2020,12/22/2021,1,BUILDING,RESIDENTIAL,FI-NIL-SP-21-01112,12/16/2021,PHP,9780000,9780000,0,0,0,0,0,4845000,4845000,0,0,0,0,0,289111.17,289111.17,37766.85,37766.85,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,3663,"GALLAGHER INSURANCE BROKERS (PHILLIPINES), INC.",N,N,N,I
ISLA DE SIQUIJOR &/OR GEOFFREY MICHAEL DALY,,FI-NIL-SP-21-0000005-01-D,02/09/2021,02/09/2022,1,BLDG./CONTENTS,GENERAL - COMMERCIAL,FI-NIL-SP-21-01046,12/16/2021,PHP,3800000,3800000,0,0,0,0,0,3800000,3800000,0,0,0,0,0,5000,0,0,0,0,TYPHOON ODETTE,,OUTSTANDING,,3300,EZI INSURANCE AGENCY INC.,N,N,N,I
"FIDEL M. ALFONSO, HORACIO O. ALFONSO, SANDRA O. ALFONSO AND FIDES A. MADRID",,FI-NIL-SP-21-0000007-03-D,01/01/2021,01/01/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-22-00642,12/16/2021,PHP,27550000,27550000,0,0,0,0,0,20000000,20000000,0,0,0,0,0,0,0,0,0,0,Damage to Property of,River Gader,CLOSED,,3400,3400 - RMD E,N,N,N,R
EUGENIA BULLECER TAGAAN,,FI-NIL-SP-21-0000045-01-D,01/01/2021,01/01/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-21-01079,12/16/2021,PHP,7250000,7250000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,Damage to Property,Partial loss,OUTSTANDING,,3663,"GALLAGHER INSURANCE BROKERS (PHILLIPINES), INC.",N,N,N,I
GROUND AIR LOGISTICS CORPORATION,,FI-NIL-SP-21-0000064-03-D,01/01/2021,01/01/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-SP-21-00999,12/16/2021,PHP,65000000,65000000,0,0,0,0,0,45000000,45000000,0,0,0,0,0,1007476.72,1007476.72,76514.18,76514.18,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,1508,MA. VICTORIA R. ONG,N,N,N,I
GROUND AIR LOGISTICS CORPORATION,,FI-NIL-SP-21-0000064-03-D,01/01/2021,01/01/2022,3,M/E,WAREHOUSE - OTHERS,FI-NIL-SP-21-00999,12/16/2021,PHP,65000000,65000000,0,0,0,0,0,3500000,3500000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,1508,MA. VICTORIA R. ONG,N,N,N,I
GROUND AIR LOGISTICS CORPORATION,,FI-NIL-SP-21-0000064-03-D,01/01/2021,01/01/2022,4,FFF,WAREHOUSE - OTHERS,FI-NIL-SP-21-00999,12/16/2021,PHP,65000000,65000000,0,0,0,0,0,1500000,1500000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,1508,MA. VICTORIA R. ONG,N,N,N,I
"MAP 2000 TERMINALS, INC.",,FI-NIL-SP-21-0000251-03-D,12/31/2020,12/31/2021,1,BLDG./IMPVTS./M/E,INDUSTRIAL - OTHERS,FI-NIL-SP-22-00134,12/16/2021,PHP,1009616100,565385016,0,0,0,0,444231084,1009616100,565385016,0,0,0,0,444231084,2254899.63,2254899.63,67594,67594,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,1689,"RECTO AND SONS INSURANCE AGENCY, INC.",N,N,N,I
"2GO LOGISTICS, INC.",,FI-NIL-SP-21-0000268-07-D,11/30/2021,11/30/2022,2,STOCKS,GENERAL - COMMERCIAL,FI-NIL-SP-22-00214,12/16/2021,PHP,2026530925,749760187.5,0,0,0,0,1276770738,1844592918,685229050.4,0,0,0,0,1159363867,206876.69,206876.69,31891.59,31891.59,0,DAMAGE TO PROPERTY,,OS-FOR APPROVAL,,3006,3006 - RMD F,N,Y,Y,I
"PHILIPPINE PARAMOUNT PROPERTY VENTURES, INC. FAO: SPS. TERESITA A. KANZ & THEOPHIL CHRISTIAN KANZ",,FI-NIL-SP-21-0000269-00-D,12/23/2020,12/23/2021,1,BUILDING,RESIDENTIAL,FI-NIL-SP-22-00084,12/16/2021,PHP,8559895,8559895,0,0,0,0,0,8559895,8559895,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,2220,PHILIPPINE BUSINESS BANK,N,N,N,I
"2GO GROUP, INC., ET AL",,FI-NIL-SP-21-0000269-07-D,11/30/2021,11/30/2022,1,"2GO GROUP, INC.",WAREHOUSE - OTHERS,FI-NIL-SP-22-00720,12/16/2021,PHP,625754550,271715320.4,0,0,0,0,354039229.7,582992160,253304167.7,0,0,0,0,329687992.3,0,0,0,0,0,Damage to Stocks,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"HOPE HOLDINGS CO., INC.",,FI-NIL-SP-21-0000290-02-D,01/27/2021,01/27/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-21-01036,12/16/2021,PHP,9540853.75,9540853.75,0,0,0,0,0,9540853.75,9540853.75,0,0,0,0,0,80620.64,80620.64,11973.66,11973.66,0,Property Damage,Typhoon Damage,OS-FOR APPROVAL,,504,ISLA GENERAL INSURANCE AGENCY CORP.,N,N,N,I
MACTAN TRAVEL RETAIL GROUP CORP.,,FI-NIL-SP-21-0000302-03-D,10/19/2021,10/19/2022,1,LEASEHOLD IMPVTS.,GENERAL - NON COMMERCIAL,FI-NIL-SP-21-00950,12/16/2021,PHP,167137064,167137064,0,0,0,0,0,60000000,60000000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,N,N,I
OPHELIA NADELA,,FI-NIL-SP-21-0000304-04-D,01/12/2021,01/12/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-22-00162,12/16/2021,PHP,3869786.66,3869786.66,0,0,0,0,0,3869786.66,3869786.66,0,0,0,0,0,0,0,0,0,0,Typhoon Odette,Partial Loss,CLOSED,,1393,"HSBC INSURANCE BROKERS (PHILS.), INC.",N,N,N,I
"PULP SPECIALTIES PHILIPPINES, INC.",,FI-NIL-SP-21-0000306-05-D,10/04/2021,10/04/2022,1,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-SP-22-00088,12/16/2021,PHP,84065693.43,84065693.43,0,0,0,0,0,13159983.84,13159983.84,0,0,0,0,0,595745.51,595745.51,94105.42,94105.42,0,TYPHOON ODETTE,,CLOSED,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,Y,N,I
ALENTER RESORT HOTELS CORP. (PANGLAO BLUE WATER),,FI-NIL-SP-21-0000307-02-D,01/25/2021,01/25/2022,1,ADMIN BLDG.,GENERAL - COMMERCIAL,FI-NIL-SP-21-01105,12/16/2021,PHP,199668000,199668000,0,0,0,0,0,14634000,14634000,0,0,0,0,0,1351510,1351510,221501.69,221501.69,0,TYPHOON ODETTE,,CLOSED,,713,"LBP INSURANCE BROKERAGE, INC.",N,N,N,I
VICTORIANO AND ROSEMARIE OCON FAO: SUKI TRADING CORPORATION,,FI-NIL-SP-21-0000327-05-D,01/25/2021,01/25/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-SP-22-00362,12/16/2021,PHP,12454600,12454600,0,0,0,0,0,2500000,2500000,0,0,0,0,0,0,0,5966,5966,0,TYPHOON ODETTE,Partial Loss,OS-FOR APPROVAL,,2220,PHILIPPINE BUSINESS BANK,N,N,N,I
JULIFER PONDER,,FI-NIL-SP-21-0000332-11-D,03/21/2021,03/21/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-21-01020,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,6500000,6500000,0,0,0,0,0,329990.92,329990.92,30807.43,0,0,Damage to Building,,OS-FOR APPROVAL,,2499,HSBC - DIRECT,N,N,N,R
JULIFER PONDER,,FI-NIL-SP-21-0000332-11-D,03/21/2021,03/21/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-21-01066,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,6500000,6500000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,2499,HSBC - DIRECT,N,N,N,R
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-21-01029,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,2132001.88,2132001.88,81611.3,81611.3,0,Damage to Stocks,Partial Loss,CLOSED,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-22-00582,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,36750,36750,0,0,0,DAMAGE TO SIGNAGE,PARTIAL LOSS,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-23-00572,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,12262.35,12262.35,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-23-00573,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,11782.35,11782.35,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-23-00574,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,13442.35,13442.35,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-23-00575,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,8697.35,8697.35,0,Damage to Property,Partial loss,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-24-00859,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,18486.55,18486.55,0,TYPHOON ODETTE,"Mandaue City, Cebu",OS-ADJUSTER,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-24-00860,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,18497.9,18497.9,0,TYPHOON,,OS-ADJUSTER,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"F2 LOGISTICS PHILS., INC. &/OR  F2 GLOBAL LOGISTICS INC. &/OR VARIOUS CLIENTS OF F2 LOGISTICS, PHILIPPINES, INC. &/OR MIREN HOLDINGS, INC.",,FI-NIL-SP-21-0000343-03-D,01/08/2021,01/08/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-SP-24-00861,12/16/2021,PHP,310850000,310850000,0,0,0,0,0,79850000,79850000,0,0,0,0,0,0,0,20375.33,20375.33,0,TYPHOON,,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,N,N,I
"WATERFRONT CEBU CITY CASINO HOTEL, INC. / WATERFRONT PHILIPPINES, INC.",,FI-NIL-SP-21-0000358-03-D,12/31/2020,12/31/2021,1,BUILDINGS,GENERAL - COMMERCIAL,FI-NIL-SP-21-00932,12/17/2021,PHP,3988973206,321387114.8,0,0,0,0,3667586091,3017092308,243083756.7,0,0,0,0,2774008551,22930740.21,69811.33,6036.79,6036.79,0,Damages to property,partial loss,OS-ADJUSTER,,3150,ARIANS INSURANCE BROKERS INC.,N,N,N,I
"WATERFRONT CEBU CITY CASINO HOTEL, INC. / WATERFRONT PHILIPPINES, INC.",,FI-NIL-SP-21-0000358-03-D,12/31/2020,12/31/2021,6,BUS. INTERRUPTION,RESIDENTIAL,FI-NIL-SP-21-00932,12/17/2021,PHP,3988973206,321387114.8,0,0,0,0,3667586091,433061410.3,34891274.03,0,0,0,0,398170136.3,10006669.48,0,0,0,0,Damages to property,partial loss,OS-ADJUSTER,,3150,ARIANS INSURANCE BROKERS INC.,N,N,N,I
"OTSUKA PHARMACEUTICAL CO., LTD.",,FI-NIL-SP-21-0000359-04-D,02/01/2021,02/01/2022,2,ZUELLIG-CEBU,WAREHOUSE - OTHERS,FI-NIL-SP-21-01035,12/16/2021,PHP,214000000,214000000,0,0,0,0,0,15000000,15000000,0,0,0,0,0,160230.92,160230.92,30381.65,30381.65,0,Stock Damage,,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
ISLA REALTY CORP.,,FI-NIL-SP-21-0000390-04-D,01/27/2021,01/27/2022,1,BUILDING,RESIDENTIAL,FI-NIL-SP-23-00040,12/16/2021,PHP,8574259.25,8574259.25,0,0,0,0,0,8574259.25,8574259.25,0,0,0,0,0,18989.61,18989.61,9167.11,9167.11,0,Typhoon Odette,,OS-FOR APPROVAL,,504,ISLA GENERAL INSURANCE AGENCY CORP.,N,N,N,I
